Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Month Name,Order Quarter,Shipping Days,Profit Margin
CA-242004,2024-10-03,2025-05-08,Standard Class,CUST-1886,Jennifer Butler PhD,Corporate,West,Technology,Copiers,Programmable didactic solution,3866.34,5,0.49,738.69,2024,10,October,4,217,19.105665823491986
CA-841868,2024-10-24,2025-04-22,First Class,CUST-3766,Carol Beard,Corporate,West,Office Supplies,Paper,Re-contextualized interactive software,2549.01,6,0.11,804.37,2024,10,October,4,180,31.556172788651278
CA-757576,2024-03-22,2025-04-20,First Class,CUST-2154,Lucas Greene,Home Office,South,Furniture,Furnishings,Versatile asymmetric definition,4516.25,9,0.46,175.1,2024,3,March,1,394,3.877110434541932
CA-459736,2023-10-13,2025-04-18,Standard Class,CUST-7733,Kimberly Baker,Home Office,South,Office Supplies,Binders,Robust coherent standardization,2482.84,1,0.48,622.95,2023,10,October,4,553,25.090219265035202
CA-397990,2024-02-25,2025-05-07,Second Class,CUST-4883,Samantha Jones,Corporate,South,Office Supplies,Storage,Decentralized solution-oriented knowledge user,3816.44,9,0.04,711.47,2024,2,February,1,437,18.64224250872541
CA-102403,2024-04-20,2025-04-20,Same Day,CUST-9505,Katelyn Hardy,Consumer,East,Technology,Phones,Multi-tiered background support,4367.17,8,0.47,50.67,2024,4,April,2,365,1.1602479408862032
CA-753742,2024-04-03,2025-04-10,First Class,CUST-1295,Richard Taylor,Consumer,Central,Furniture,Bookcases,Progressive cohesive product,2772.59,5,0.11,891.34,2024,4,April,2,372,32.14828012796699
CA-872193,2023-10-30,2025-04-30,First Class,CUST-6999,Kevin Campbell,Corporate,South,Technology,Accessories,Focused stable emulation,4935.79,7,0.31,770.97,2023,10,October,4,548,15.619991936447864
CA-745019,2023-10-16,2025-04-11,Same Day,CUST-9025,Jeremiah Byrd,Consumer,East,Office Supplies,Binders,Switchable needs-based collaboration,2072.71,7,0.22,206.56,2023,10,October,4,543,9.965697082563407
CA-431772,2023-12-17,2025-04-30,Second Class,CUST-5453,Mary Mcbride,Consumer,West,Technology,Machines,Expanded clear-thinking functionalities,1409.33,6,0.35,450.75,2023,12,December,4,500,31.983282836525156
CA-438391,2024-01-19,2025-04-15,First Class,CUST-7226,Mrs. Patricia Crosby,Home Office,Central,Furniture,Bookcases,Vision-oriented leadingedge installation,460.92,1,0.39,217.46,2024,1,January,1,452,47.179553935607046
CA-299880,2025-03-23,2025-05-04,First Class,CUST-9619,Steve Levine,Home Office,East,Furniture,Furnishings,Automated asymmetric interface,3154.39,3,0.2,811.9,2025,3,March,1,42,25.738732369808424
CA-865022,2024-04-05,2025-05-03,Standard Class,CUST-3957,David Austin,Consumer,Central,Office Supplies,Labels,Object-based logistical structure,619.86,5,0.03,-29.32,2024,4,April,2,393,-4.730100345239247
CA-179682,2023-05-28,2025-04-14,Standard Class,CUST-3109,Anna Mitchell,Corporate,South,Technology,Computers,Reduced holistic contingency,4474.62,2,0.29,46.91,2023,5,May,2,687,1.04835717893363
CA-516937,2023-11-30,2025-04-13,Standard Class,CUST-2555,Troy Thompson,Home Office,East,Technology,Phones,Enterprise-wide mission-critical workforce,1499.11,1,0.05,376.6,2023,11,November,4,500,25.121572132798796
CA-183588,2025-01-19,2025-04-13,Standard Class,CUST-3911,Jamie Powers,Home Office,South,Technology,Copiers,Up-sized client-driven service-desk,2608.04,9,0.21,74.48,2025,1,January,1,84,2.8557844204843486
CA-259399,2024-08-04,2025-04-09,Same Day,CUST-2887,John Young,Home Office,Central,Furniture,Tables,Digitized needs-based methodology,53.88,10,0.08,-66.58,2024,8,August,3,248,-123.57089829250185
CA-972806,2024-02-01,2025-04-11,Second Class,CUST-1524,Alec Nichols,Corporate,East,Technology,Machines,Persevering real-time extranet,370.89,2,0.41,371.45,2024,2,February,1,435,100.15098816360646
CA-912945,2023-11-18,2025-04-20,Second Class,CUST-1203,Michael Kelly,Corporate,Central,Furniture,Bookcases,Synchronized exuding algorithm,305.82,2,0.41,224.77,2023,11,November,4,519,73.49748217905957
CA-609099,2023-04-30,2025-05-07,Standard Class,CUST-7841,Adam Ramos,Corporate,South,Furniture,Furnishings,Profound content-based capability,2706.26,7,0.5,736.33,2023,4,April,2,738,27.208398306149444
CA-458626,2023-06-06,2025-04-29,Standard Class,CUST-3476,Ashley Thompson,Corporate,Central,Furniture,Furnishings,Innovative cohesive Graphical User Interface,3254.19,10,0.27,140.89,2023,6,June,2,693,4.329495204643859
CA-908553,2024-05-21,2025-05-07,Second Class,CUST-9694,Robert Sheppard,Home Office,Central,Technology,Phones,Pre-emptive transitional focus group,3441.88,9,0.29,822.22,2024,5,May,2,351,23.88868873987472
CA-695852,2023-07-17,2025-04-16,First Class,CUST-5632,Rodney Cook,Consumer,South,Office Supplies,Binders,Operative foreground policy,3196.74,1,0.32,-72.59,2023,7,July,3,639,-2.2707508274054193
CA-153962,2023-10-19,2025-04-15,Second Class,CUST-7412,Mrs. Rachel Johnson,Consumer,South,Office Supplies,Labels,Assimilated grid-enabled functionalities,1621.1,2,0.19,865.23,2023,10,October,4,544,53.37301832089323
CA-894890,2025-02-12,2025-04-16,Same Day,CUST-3075,Robert Scott,Corporate,West,Furniture,Furnishings,Enhanced tertiary core,2767.81,7,0.07,484.07,2025,2,February,1,63,17.489278527066528
CA-396954,2023-05-04,2025-04-26,First Class,CUST-2972,Kristen Turner,Consumer,South,Office Supplies,Labels,Horizontal bandwidth-monitored standardization,3564.49,3,0.12,861.53,2023,5,May,2,723,24.169797081770465
CA-803517,2023-06-03,2025-04-10,Second Class,CUST-6973,Cynthia Rivera,Consumer,West,Technology,Phones,Synergistic exuding leverage,1913.37,2,0.07,425.07,2023,6,June,2,677,22.21577635271798
CA-721031,2025-04-01,2025-05-07,First Class,CUST-5804,Karen Johnson,Home Office,South,Furniture,Furnishings,Object-based client-server solution,4917.44,1,0.4,875.2,2025,4,April,2,36,17.797878570963757
CA-444577,2023-10-28,2025-04-23,Same Day,CUST-3536,Alejandro Becker,Corporate,West,Technology,Copiers,Seamless transitional website,577.84,8,0.3,182.62,2023,10,October,4,543,31.603904194932852
CA-344565,2023-07-15,2025-04-11,Same Day,CUST-8902,Kathleen Austin,Home Office,East,Furniture,Furnishings,Business-focused needs-based function,2653.94,9,0.11,885.61,2023,7,July,3,636,33.36963156665185
CA-305224,2024-11-03,2025-04-30,Second Class,CUST-7836,James Ross,Home Office,West,Office Supplies,Paper,Virtual system-worthy ability,2231.5,1,0.14,288.35,2024,11,November,4,178,12.921801478825904
CA-164518,2023-08-04,2025-04-13,Same Day,CUST-5718,Lisa Mccarty,Home Office,South,Technology,Copiers,Focused systemic hardware,1589.37,2,0.29,-16.84,2023,8,August,3,618,-1.0595393143195104
CA-117389,2025-01-11,2025-04-29,Same Day,CUST-4583,Tammy Hall,Corporate,West,Furniture,Furnishings,User-friendly tangible Graphic Interface,2377.25,3,0.17,819.62,2025,1,January,1,108,34.47765275002629
CA-139579,2024-06-22,2025-05-01,Second Class,CUST-2170,Brittany Butler,Home Office,West,Office Supplies,Binders,Customer-focused demand-driven emulation,4518.75,8,0.36,319.98,2024,6,June,2,313,7.0811618257261415
CA-258684,2024-08-11,2025-04-20,First Class,CUST-7210,Brandon Alexander,Consumer,Central,Technology,Accessories,Decentralized solution-oriented initiative,4445.65,10,0.03,501.61,2024,8,August,3,252,11.283164441645205
CA-111076,2023-12-07,2025-05-08,Same Day,CUST-3051,Eric Graham,Home Office,Central,Furniture,Bookcases,Fundamental background synergy,1939.89,3,0.39,768.11,2023,12,December,4,518,39.59554407724149
CA-716157,2024-03-24,2025-04-27,Standard Class,CUST-2525,Jonathan West,Consumer,Central,Office Supplies,Binders,Enterprise-wide methodical hierarchy,571.46,1,0.33,977.1,2024,3,March,1,399,170.98309592972385
CA-179759,2025-03-12,2025-05-04,Same Day,CUST-6354,Todd Gonzalez,Home Office,East,Office Supplies,Labels,Robust fresh-thinking customer loyalty,2416.14,5,0.06,212.85,2025,3,March,1,53,8.809506071668032
CA-583820,2023-12-28,2025-04-25,Standard Class,CUST-6629,Jesse Strickland,Consumer,East,Office Supplies,Storage,Down-sized bottom-line focus group,4546.27,5,0.08,717.02,2023,12,December,4,484,15.77161057306319
CA-331143,2023-07-17,2025-04-24,Second Class,CUST-6663,Jessica Ferguson,Consumer,South,Technology,Machines,Expanded dedicated matrices,398.16,1,0.2,444.57,2023,7,July,3,647,111.6561181434599
CA-641895,2024-06-10,2025-05-04,Second Class,CUST-9408,Steven Robinson,Home Office,West,Furniture,Bookcases,Quality-focused 24/7 complexity,3347.61,5,0.47,380.52,2024,6,June,2,328,11.366915500909604
CA-422559,2023-06-19,2025-04-21,Same Day,CUST-5638,Valerie Copeland,Corporate,Central,Office Supplies,Paper,Cloned object-oriented strategy,2901.92,9,0.46,946.19,2023,6,June,2,672,32.60565418757237
CA-229570,2024-04-16,2025-04-13,Same Day,CUST-4958,William Walsh,Consumer,West,Furniture,Tables,Synergistic explicit projection,1894.32,6,0.05,431.05,2024,4,April,2,362,22.75486718189113
CA-968240,2025-01-15,2025-05-01,Same Day,CUST-1252,Nicholas James,Home Office,East,Office Supplies,Labels,Face-to-face methodical artificial intelligence,4447.01,9,0.07,875.73,2025,1,January,1,106,19.69255747119975
CA-241796,2023-05-24,2025-05-08,Same Day,CUST-3899,Bruce Jones,Corporate,South,Technology,Phones,De-engineered coherent collaboration,4888.56,7,0.01,578.06,2023,5,May,2,715,11.824750028638288
CA-706054,2024-06-18,2025-04-10,Same Day,CUST-3625,Sylvia Lewis,Home Office,East,Office Supplies,Storage,Implemented fresh-thinking customer loyalty,4643.96,7,0.29,34.78,2024,6,June,2,296,0.7489297926769395
CA-494684,2024-04-02,2025-04-09,Standard Class,CUST-1468,Amanda Knight,Home Office,West,Furniture,Bookcases,Monitored dedicated time-frame,4082.53,2,0.02,991.97,2024,4,April,2,372,24.297923101606113
CA-381267,2024-03-03,2025-04-09,Same Day,CUST-4448,Gary Byrd,Home Office,South,Furniture,Bookcases,Progressive bifurcated application,3376.65,4,0.44,813.08,2024,3,March,1,402,24.079487065582754
CA-509827,2024-08-18,2025-04-19,Second Class,CUST-9142,Sara Gutierrez,Consumer,East,Furniture,Tables,Versatile tertiary moderator,3959.97,7,0.09,621.03,2024,8,August,3,244,15.682694565867925
CA-949458,2024-10-22,2025-05-06,First Class,CUST-6334,Monica Ellis,Consumer,East,Technology,Copiers,Fully-configurable system-worthy hub,3416.25,1,0.25,-39.52,2024,10,October,4,196,-1.1568240029271863
CA-367487,2024-02-02,2025-04-24,Same Day,CUST-6884,Karina Collier,Home Office,East,Furniture,Furnishings,Multi-tiered heuristic interface,927.75,9,0.22,991.64,2024,2,February,1,447,106.88655348962544
CA-520596,2023-11-01,2025-04-24,Standard Class,CUST-8278,Jose Maddox,Home Office,East,Office Supplies,Storage,Advanced intangible model,4553.94,2,0.11,334.5,2023,11,November,4,540,7.345287816703778
CA-717738,2024-07-06,2025-04-09,First Class,CUST-4425,Isaiah Hickman,Consumer,West,Furniture,Chairs,Operative empowering open architecture,1022.01,2,0.4,122.46,2024,7,July,3,277,11.982270232189508
CA-904215,2023-10-30,2025-04-14,Second Class,CUST-1739,Rebecca Flores,Consumer,Central,Furniture,Tables,Universal maximized instruction set,3019.19,10,0.42,370.37,2023,10,October,4,532,12.267197493367426
CA-793027,2024-07-27,2025-04-14,Second Class,CUST-5702,Daniel Thomas,Corporate,West,Technology,Computers,Future-proofed reciprocal matrices,2329.79,3,0.18,91.42,2024,7,July,3,261,3.923958811738397
CA-297745,2023-09-16,2025-04-16,First Class,CUST-9436,Luke Hayes,Corporate,South,Furniture,Chairs,Phased responsive pricing structure,2394.57,6,0.06,368.32,2023,9,September,3,578,15.381467236288767
CA-859071,2025-02-11,2025-04-25,Same Day,CUST-4052,Audrey Cook,Consumer,South,Technology,Copiers,Distributed zero tolerance structure,1158.75,8,0.14,938.44,2025,2,February,1,73,80.98727076591155
CA-317248,2023-09-17,2025-04-15,First Class,CUST-5640,Ashley Scott DVM,Corporate,Central,Furniture,Tables,De-engineered logistical open system,1916.25,7,0.4,649.21,2023,9,September,3,576,33.8791911285062
CA-883610,2023-10-27,2025-04-23,Second Class,CUST-5757,Daniel Garrett,Home Office,South,Technology,Machines,Seamless zero administration initiative,1534.99,1,0.16,-34.24,2023,10,October,4,544,-2.2306334243219825
CA-549224,2023-08-20,2025-04-25,Same Day,CUST-4140,Tyler Graham,Home Office,Central,Office Supplies,Binders,Ameliorated composite protocol,2550.59,10,0.1,784.41,2023,8,August,3,614,30.754060825142414
CA-377459,2024-07-12,2025-04-16,Standard Class,CUST-5351,Lisa Ray,Corporate,South,Technology,Phones,User-centric zero administration neural-net,2690.2,1,0.31,41.26,2024,7,July,3,278,1.5337149654300795
CA-975321,2023-11-04,2025-04-29,Standard Class,CUST-7344,William Burns,Consumer,East,Office Supplies,Storage,Team-oriented multimedia capacity,1723.33,9,0.4,643.53,2023,11,November,4,542,37.342238572995306
CA-731930,2024-12-20,2025-04-28,Second Class,CUST-2858,Amanda Rivera,Corporate,Central,Furniture,Chairs,Progressive 24hour interface,2555.53,9,0.17,547.28,2024,12,December,4,129,21.415518503011114
CA-443444,2024-04-03,2025-04-19,Standard Class,CUST-9772,Daniel Nicholson,Consumer,East,Technology,Copiers,Universal methodical frame,4344.37,4,0.09,-13.52,2024,4,April,2,381,-0.3112073787453647
CA-234046,2024-07-04,2025-04-12,Second Class,CUST-8318,Nicholas Tyler,Corporate,South,Technology,Machines,Operative eco-centric contingency,958.56,6,0.01,751.19,2024,7,July,3,282,78.36650809547656
CA-638347,2024-01-02,2025-05-07,Second Class,CUST-5429,Scott Ward,Home Office,West,Office Supplies,Labels,User-centric national Local Area Network,3032.17,6,0.05,370.5,2024,1,January,1,491,12.218971891417697
CA-309937,2024-08-11,2025-04-19,Standard Class,CUST-1108,Sara Horton,Consumer,West,Furniture,Chairs,Proactive asynchronous toolset,2166.14,4,0.23,563.71,2024,8,August,3,251,26.02371037883055
CA-310346,2024-05-08,2025-04-18,Second Class,CUST-3133,Nancy Mitchell,Consumer,West,Office Supplies,Art,Virtual content-based Local Area Network,544.24,8,0.3,484.11,2024,5,May,2,345,88.95156548581508
CA-524754,2023-10-24,2025-04-24,Standard Class,CUST-5743,Eugene Mcgee,Consumer,Central,Furniture,Chairs,Focused attitude-oriented project,424.2,8,0.12,516.26,2023,10,October,4,548,121.7020273455917
CA-740217,2023-09-24,2025-05-03,Same Day,CUST-6051,Barry Landry,Consumer,West,Furniture,Furnishings,Universal global infrastructure,30.97,9,0.27,999.77,2023,9,September,3,587,3228.188569583468
CA-140622,2024-05-31,2025-05-05,Second Class,CUST-1783,Briana Martinez,Home Office,Central,Office Supplies,Paper,Operative encompassing matrix,87.2,10,0.39,906.93,2024,5,May,2,339,1040.0573394495411
CA-943815,2024-01-11,2025-04-15,Second Class,CUST-8759,Andrew Hill,Home Office,South,Office Supplies,Art,Enterprise-wide non-volatile instruction set,2432.2,8,0.19,765.92,2024,1,January,1,460,31.490831346106408
CA-500056,2024-12-31,2025-04-20,Same Day,CUST-7565,Jeffrey Harper,Corporate,South,Furniture,Bookcases,Automated discrete implementation,2902.52,8,0.35,781.79,2024,12,December,4,110,26.93487038849
CA-374382,2024-01-11,2025-04-26,Second Class,CUST-5543,Kelly Fitzgerald,Consumer,East,Technology,Phones,Team-oriented value-added core,1488.23,1,0.13,88.81,2024,1,January,1,471,5.967491583962156
CA-743442,2025-01-12,2025-04-27,Second Class,CUST-8040,Yolanda Lewis,Consumer,West,Office Supplies,Paper,Polarized optimal capability,4014.66,1,0.35,139.26,2025,1,January,1,105,3.4687868960260646
CA-936385,2023-06-23,2025-05-08,First Class,CUST-5856,Scott Farrell,Corporate,West,Office Supplies,Labels,Stand-alone fault-tolerant knowledge user,1160.81,5,0.36,-73.01,2023,6,June,2,685,-6.289573659772056
CA-771787,2025-01-13,2025-04-30,Second Class,CUST-9330,Brandon Conway,Corporate,Central,Office Supplies,Binders,Exclusive regional forecast,4322.89,9,0.24,300.65,2025,1,January,1,107,6.954838082856607
CA-944698,2023-05-21,2025-04-25,Same Day,CUST-6457,Katrina Robbins,Corporate,Central,Technology,Machines,Profound bandwidth-monitored projection,2221.05,7,0.25,275.5,2023,5,May,2,705,12.404043132752527
CA-503069,2024-01-23,2025-04-18,Second Class,CUST-5278,Bianca Lindsey,Consumer,Central,Technology,Computers,Secured value-added encoding,3649.1,5,0.48,250.79,2024,1,January,1,451,6.8726535310076455
CA-680915,2023-11-04,2025-05-02,Second Class,CUST-2528,Jeff Carr,Consumer,South,Furniture,Tables,Implemented optimal migration,661.19,8,0.18,247.44,2023,11,November,4,545,37.42343350625387
CA-656561,2025-01-22,2025-05-02,Same Day,CUST-8919,Tonya Perkins,Home Office,South,Technology,Accessories,Function-based bifurcated interface,4807.83,3,0.48,848.11,2025,1,January,1,100,17.640182785165035
CA-294947,2024-11-28,2025-04-13,First Class,CUST-5874,Michael Ewing,Home Office,South,Furniture,Tables,Distributed cohesive matrices,984.57,4,0.41,499.15,2024,11,November,4,136,50.69725870176828
CA-448898,2023-09-07,2025-04-22,Second Class,CUST-3912,Rachel Martinez,Home Office,Central,Technology,Computers,Versatile stable ability,3693.32,3,0.22,724.24,2023,9,September,3,593,19.60945707385225
CA-495068,2024-07-10,2025-04-20,Second Class,CUST-4667,Anthony James,Corporate,East,Technology,Accessories,Realigned multimedia conglomeration,2101.91,9,0.07,979.63,2024,7,July,3,284,46.606657754137906
CA-149620,2023-05-30,2025-04-28,Standard Class,CUST-4473,Karen Powell,Consumer,East,Furniture,Chairs,Proactive encompassing pricing structure,866.39,2,0.04,-32.05,2023,5,May,2,699,-3.69925784000277
CA-479600,2024-04-10,2025-04-15,First Class,CUST-8524,Jasmine Smith,Home Office,South,Furniture,Tables,Switchable 6thgeneration artificial intelligence,1965.48,10,0.15,892.73,2024,4,April,2,370,45.420457089362394
CA-883638,2024-11-05,2025-05-05,Same Day,CUST-7644,Ryan Wade,Home Office,East,Technology,Accessories,Function-based 4thgeneration time-frame,3552.67,8,0.17,15.08,2024,11,November,4,181,0.42446948351521535
CA-209100,2025-02-23,2025-05-08,First Class,CUST-5837,Laura Mcdonald,Consumer,South,Technology,Copiers,Re-contextualized high-level orchestration,4042.49,4,0.24,309.73,2025,2,February,1,74,7.661861872261899
CA-707738,2024-01-08,2025-04-18,Standard Class,CUST-6148,Matthew Sawyer,Corporate,South,Technology,Accessories,User-centric exuding task-force,4495.48,6,0.1,-6.05,2024,1,January,1,466,-0.13457962219829694
CA-192822,2024-02-09,2025-05-08,Standard Class,CUST-5574,Joel Lucas,Corporate,Central,Technology,Accessories,Progressive 4thgeneration alliance,3605.46,9,0.4,175.41,2024,2,February,1,454,4.865121232796925
CA-126635,2024-08-15,2025-05-07,Same Day,CUST-3180,Jessica Armstrong,Corporate,Central,Office Supplies,Paper,Right-sized 24/7 database,852.31,1,0.36,622.07,2024,8,August,3,265,72.98635473008648
CA-800051,2025-04-02,2025-04-20,Second Class,CUST-2467,Jeffrey George,Consumer,South,Furniture,Furnishings,Phased discrete Local Area Network,1797.77,9,0.39,897.39,2025,4,April,2,18,49.916841420203916
CA-883580,2024-07-29,2025-04-11,First Class,CUST-2736,Russell Smith,Corporate,East,Office Supplies,Binders,Up-sized 6thgeneration hardware,4786.49,5,0.36,55.63,2024,7,July,3,256,1.1622295251844255
CA-389093,2024-06-25,2025-05-06,Standard Class,CUST-3214,Ms. Kim Murphy,Home Office,Central,Furniture,Furnishings,Adaptive radical definition,4158.55,2,0.44,283.57,2024,6,June,2,315,6.818963340587464
CA-311012,2024-05-03,2025-04-21,Same Day,CUST-8183,Edward Perry,Home Office,South,Technology,Copiers,Reactive national customer loyalty,1393.78,8,0.31,107.29,2024,5,May,2,353,7.697771527787743
CA-396701,2024-10-24,2025-04-13,First Class,CUST-7820,Shawn Guzman DDS,Consumer,South,Office Supplies,Binders,Decentralized real-time middleware,4015.96,7,0.44,-88.37,2024,10,October,4,171,-2.2004701242044242
CA-177142,2025-01-10,2025-04-13,Same Day,CUST-2707,Michael Neal,Consumer,East,Technology,Phones,Decentralized asymmetric function,896.75,6,0.19,146.56,2025,1,January,1,93,16.34346250348481
CA-577666,2024-09-25,2025-05-02,Same Day,CUST-9644,Justin Ferguson,Home Office,South,Office Supplies,Labels,Horizontal methodical utilization,1102.49,4,0.45,417.58,2024,9,September,3,219,37.876080508666746
CA-748090,2024-04-06,2025-04-14,Standard Class,CUST-6248,Joseph Lang,Consumer,West,Office Supplies,Storage,Intuitive content-based adapter,944.37,7,0.42,19.78,2024,4,April,2,373,2.0945180384806807
CA-671653,2023-11-28,2025-04-16,Standard Class,CUST-9079,Thomas Archer,Consumer,West,Technology,Machines,Expanded mobile contingency,748.0,1,0.31,925.25,2023,11,November,4,505,123.69652406417113
CA-569726,2024-10-21,2025-04-26,Second Class,CUST-2745,Christina Jacobs,Consumer,West,Office Supplies,Paper,Compatible bifurcated moratorium,2243.52,2,0.12,850.76,2024,10,October,4,187,37.920767365568395
CA-743322,2023-06-30,2025-05-02,First Class,CUST-7830,Anthony Carpenter,Consumer,Central,Office Supplies,Labels,Cross-group analyzing adapter,4406.68,6,0.36,734.2,2023,6,June,2,672,16.661069104178203
CA-193790,2024-11-07,2025-04-29,Second Class,CUST-9987,Debra Richards,Consumer,South,Furniture,Chairs,Implemented uniform task-force,2894.13,3,0.36,7.97,2024,11,November,4,173,0.27538500343799344
CA-256070,2023-07-20,2025-05-07,Second Class,CUST-8986,Michele Green,Corporate,East,Furniture,Bookcases,Cross-group stable capability,1712.03,5,0.18,25.35,2023,7,July,3,657,1.4806983522485004
CA-634594,2024-08-05,2025-04-29,Standard Class,CUST-4088,Stephanie Cummings,Consumer,West,Technology,Machines,Ameliorated directional migration,1533.19,8,0.4,694.82,2024,8,August,3,267,45.31858412851636
CA-462443,2024-02-15,2025-04-22,First Class,CUST-1534,Carol Brown,Home Office,South,Technology,Phones,User-centric grid-enabled intranet,2749.44,3,0.25,948.82,2024,2,February,1,432,34.509572858473
CA-223633,2024-01-20,2025-05-08,Standard Class,CUST-9059,Thomas Casey,Corporate,South,Office Supplies,Art,Mandatory local flexibility,349.75,3,0.18,329.97,2024,1,January,1,474,94.34453180843461
CA-350387,2024-11-28,2025-04-28,Same Day,CUST-2735,Amy Cochran,Home Office,South,Office Supplies,Storage,Synchronized stable Local Area Network,2185.92,8,0.38,681.53,2024,11,November,4,151,31.178176694481042
CA-774258,2024-04-23,2025-05-05,Same Day,CUST-2693,Kimberly Williams,Home Office,West,Technology,Computers,Decentralized fresh-thinking concept,405.43,7,0.25,292.39,2024,4,April,2,377,72.11849147818366
CA-859288,2024-05-20,2025-05-08,Second Class,CUST-9857,Kimberly Walsh,Consumer,Central,Office Supplies,Labels,Configurable grid-enabled hub,4052.65,4,0.14,664.19,2024,5,May,2,353,16.38902940051571
CA-975355,2024-02-18,2025-04-14,First Class,CUST-7021,Danielle Wallace,Home Office,West,Technology,Machines,Profit-focused real-time contingency,4936.81,4,0.33,591.9,2024,2,February,1,421,11.989523599247285
CA-826520,2024-01-14,2025-04-27,Second Class,CUST-6670,Carl Pruitt,Home Office,West,Technology,Copiers,Programmable attitude-oriented migration,1148.1,1,0.11,889.19,2024,1,January,1,469,77.44882849925966
CA-663551,2023-08-26,2025-04-25,First Class,CUST-7893,Shane Ortiz,Home Office,Central,Office Supplies,Storage,Integrated next generation analyzer,3337.61,3,0.17,352.02,2023,8,August,3,608,10.547068111612798
CA-389340,2023-11-29,2025-04-25,Standard Class,CUST-8487,Michelle Byrd,Consumer,West,Technology,Computers,Seamless neutral conglomeration,2418.47,5,0.4,234.59,2023,11,November,4,513,9.699934255955213
CA-490226,2024-12-14,2025-04-19,Same Day,CUST-3434,Haley Harris,Home Office,West,Office Supplies,Art,Extended cohesive approach,1430.02,1,0.14,942.6,2024,12,December,4,126,65.91516202570592
CA-662723,2024-02-17,2025-04-14,Same Day,CUST-4654,Eric Ray,Corporate,South,Furniture,Chairs,Triple-buffered zero administration data-warehouse,2018.5,3,0.11,978.4,2024,2,February,1,422,48.47163735447114
CA-346725,2023-07-26,2025-04-27,Standard Class,CUST-5750,Sandra Mcbride,Home Office,South,Technology,Computers,Open-architected multimedia interface,3243.45,10,0.48,401.19,2023,7,July,3,641,12.3692364611756
CA-892620,2023-04-18,2025-04-16,Standard Class,CUST-3965,Brandy Dorsey,Home Office,East,Office Supplies,Paper,Universal homogeneous solution,1150.91,10,0.24,413.35,2023,4,April,2,729,35.91505851891112
CA-720687,2023-05-27,2025-04-11,Same Day,CUST-6081,Randall Leon,Consumer,Central,Furniture,Bookcases,Ameliorated client-driven function,660.12,6,0.07,189.41,2023,5,May,2,685,28.693267890686542
CA-173163,2024-01-14,2025-04-18,Second Class,CUST-8644,Catherine Jordan,Consumer,South,Technology,Accessories,Virtual impactful flexibility,4391.11,1,0.02,545.81,2024,1,January,1,460,12.429886748453125
CA-110628,2025-01-28,2025-04-11,First Class,CUST-4708,Andrew Bryant,Corporate,East,Technology,Machines,Implemented static process improvement,1041.12,3,0.05,70.37,2025,1,January,1,73,6.759067158444752
CA-381327,2024-11-21,2025-04-21,Standard Class,CUST-5556,Bryan Noble II,Home Office,East,Furniture,Tables,Switchable heuristic help-desk,3841.96,2,0.06,816.32,2024,11,November,4,151,21.247488261200015
CA-954007,2023-08-20,2025-05-08,First Class,CUST-1191,Matthew Cooper,Consumer,East,Technology,Copiers,Secured national methodology,737.98,6,0.4,563.55,2023,8,August,3,627,76.36385809913547
CA-395506,2024-12-11,2025-04-13,Same Day,CUST-2829,Aaron Johnson,Consumer,South,Office Supplies,Binders,Cloned intermediate access,1643.22,9,0.25,690.64,2024,12,December,4,123,42.02967344603887
CA-565383,2023-08-02,2025-04-22,Second Class,CUST-9562,Dylan Rodriguez,Home Office,Central,Technology,Copiers,Quality-focused 4thgeneration access,1085.68,5,0.25,414.92,2023,8,August,3,629,38.21752265861027
CA-561234,2024-04-03,2025-05-06,First Class,CUST-8803,Laurie Marshall,Corporate,East,Furniture,Chairs,Profound context-sensitive concept,677.87,3,0.21,39.02,2024,4,April,2,398,5.756265950698512
CA-599562,2024-04-24,2025-04-26,Second Class,CUST-6268,Sonya Hunt,Home Office,South,Furniture,Chairs,Cross-platform needs-based instruction set,4665.15,2,0.48,368.91,2024,4,April,2,367,7.907784315616863
CA-703274,2024-02-23,2025-05-08,Second Class,CUST-2257,Mark Cochran,Consumer,West,Office Supplies,Paper,Multi-layered background extranet,3299.48,6,0.09,723.46,2024,2,February,1,440,21.926485385575912
CA-465941,2023-08-01,2025-04-15,Second Class,CUST-6613,Tony Cooper,Home Office,West,Furniture,Bookcases,Progressive leadingedge system engine,4771.59,3,0.1,509.42,2023,8,August,3,623,10.676105868274515
CA-384706,2023-07-30,2025-04-12,First Class,CUST-9766,James Wright,Corporate,Central,Office Supplies,Paper,Horizontal composite focus group,3423.93,2,0.3,81.04,2023,7,July,3,622,2.366870818036584
CA-132614,2023-09-10,2025-05-06,Same Day,CUST-6367,John Turner,Corporate,Central,Furniture,Furnishings,Customer-focused upward-trending forecast,1743.82,3,0.23,236.6,2023,9,September,3,604,13.567914119576564
CA-374718,2023-05-19,2025-04-23,Standard Class,CUST-1171,Dr. Holly Anderson,Consumer,Central,Technology,Machines,Phased 24hour throughput,1597.85,6,0.2,541.79,2023,5,May,2,705,33.90743811997371
CA-580687,2023-05-25,2025-04-27,Standard Class,CUST-4078,Jonathan Pena,Consumer,East,Office Supplies,Binders,Optional client-driven middleware,1050.07,10,0.46,769.13,2023,5,May,2,703,73.24559315093279
