Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-445453,2024-12-15,2025-04-16,Same Day,CUST-1545,Laura Yates,Consumer,Central,Furniture,Bookcases,Virtual background parallelism,2742.69,7,0.41,698.84
CA-976284,2024-01-26,2025-04-27,Second Class,CUST-2959,Heather Forbes,Corporate,Central,Technology,Accessories,Cross-platform static software,1922.42,5,0.36,59.74
CA-347378,2025-03-31,2025-04-13,First Class,CUST-2374,Catherine Miller,Consumer,Central,Technology,Copiers,Inverse content-based data-warehouse,856.71,9,0.07,922.48
CA-434031,2024-01-12,2025-04-27,First Class,CUST-3199,Michael Green,Home Office,West,Office Supplies,Paper,Realigned real-time algorithm,3658.87,8,0.35,-15.83
CA-999795,2023-09-01,2025-05-06,Second Class,CUST-2686,Nicholas Martin,Home Office,Central,Technology,Machines,User-centric zero-defect flexibility,2382.9,5,0.22,23.83
CA-698900,2025-01-04,2025-04-19,Standard Class,CUST-3569,Anthony Clark,Home Office,East,Technology,Phones,Ergonomic intermediate knowledge user,4322.76,10,0.29,156.57
CA-803381,2023-09-03,2025-04-15,Standard Class,CUST-3604,Marcus Phelps,Consumer,West,Technology,Computers,Down-sized real-time hierarchy,3356.96,3,0.32,174.73
CA-197429,2024-11-08,2025-04-24,Standard Class,CUST-8799,Michael Mcbride,Corporate,West,Furniture,Chairs,Multi-tiered leadingedge conglomeration,3093.79,8,0.07,563.16
CA-849210,2025-03-27,2025-04-10,First Class,CUST-7420,Matthew Jones,Home Office,South,Technology,Phones,De-engineered dynamic installation,4707.4,6,0.28,-36.65
CA-858355,2024-10-06,2025-04-18,Standard Class,CUST-9418,Andrew Estrada,Corporate,West,Technology,Copiers,Diverse hybrid budgetary management,2667.5,3,0.29,491.04
CA-334063,2024-02-13,2025-04-13,Second Class,CUST-2482,Toni Shaw,Home Office,West,Technology,Machines,Cloned secondary infrastructure,320.58,8,0.16,329.45
CA-204342,2024-08-29,2025-04-18,Same Day,CUST-4809,Martin Ho,Home Office,South,Office Supplies,Labels,Organized well-modulated infrastructure,4399.58,10,0.5,254.16
CA-228137,2023-04-24,2025-04-23,Same Day,CUST-9522,Juan Robinson,Corporate,South,Furniture,Tables,Profit-focused disintermediate functionalities,462.86,1,0.36,426.63
CA-773696,2024-11-03,2025-05-04,First Class,CUST-3703,Mary Brown,Corporate,West,Office Supplies,Paper,Visionary directional Graphic Interface,3138.91,6,0.42,84.17
CA-447006,2023-06-09,2025-04-14,Same Day,CUST-1088,Christian Reynolds,Home Office,South,Office Supplies,Storage,Multi-lateral responsive matrix,975.33,2,0.34,599.95
CA-274982,2024-12-30,2025-04-22,Second Class,CUST-7312,Kevin Bender,Corporate,West,Furniture,Furnishings,Secured even-keeled migration,1482.05,10,0.06,723.81
CA-843218,2024-09-15,2025-04-27,First Class,CUST-1333,Kathleen Johnson,Home Office,South,Office Supplies,Art,Function-based encompassing emulation,4273.81,9,0.44,911.51
CA-264693,2023-08-18,2025-05-07,Same Day,CUST-1818,Emily Foster,Home Office,East,Furniture,Bookcases,Cross-platform zero tolerance product,2400.89,3,0.43,764.26
CA-840832,2023-12-31,2025-05-01,Second Class,CUST-9823,Rhonda Hunter,Corporate,South,Office Supplies,Paper,Diverse radical service-desk,92.13,3,0.28,336.79
CA-590320,2024-04-01,2025-04-19,Standard Class,CUST-6157,Teresa Gonzalez,Consumer,West,Office Supplies,Paper,Multi-layered leadingedge database,3808.91,8,0.04,-50.42
CA-326090,2024-04-12,2025-05-05,Standard Class,CUST-6342,Tammie Rivers,Home Office,South,Office Supplies,Paper,Quality-focused value-added protocol,2065.58,1,0.05,180.66
CA-765917,2023-05-13,2025-05-01,First Class,CUST-2148,Jorge Gilbert,Consumer,East,Office Supplies,Art,Exclusive leadingedge standardization,3609.47,5,0.33,551.16
CA-450321,2023-07-12,2025-04-16,Second Class,CUST-7243,Jared Johnson,Consumer,West,Technology,Accessories,De-engineered non-volatile function,1010.34,10,0.45,823.97
CA-362376,2024-05-02,2025-04-10,Second Class,CUST-5886,Deanna Rodriguez,Consumer,West,Furniture,Furnishings,Ameliorated full-range attitude,4514.95,9,0.31,542.05
CA-784284,2024-04-10,2025-04-23,First Class,CUST-2415,Jeffrey Wilkerson,Consumer,West,Technology,Phones,Digitized empowering hardware,848.38,7,0.21,809.24
CA-371375,2023-10-23,2025-04-30,Same Day,CUST-3914,Shawn Shelton,Home Office,East,Furniture,Furnishings,Adaptive reciprocal capability,4621.27,5,0.19,556.01
CA-276453,2024-11-10,2025-05-06,Same Day,CUST-5931,Zachary Gray,Corporate,East,Office Supplies,Storage,De-engineered systematic complexity,3261.29,2,0.4,378.75
CA-571204,2024-08-15,2025-04-30,First Class,CUST-5443,Katherine Gray,Home Office,South,Technology,Copiers,Balanced full-range focus group,1572.76,6,0.11,407.97
CA-259904,2024-05-05,2025-04-12,Second Class,CUST-6742,Christian Young,Home Office,Central,Office Supplies,Binders,Versatile multi-state forecast,1876.05,10,0.03,631.0
CA-212626,2023-12-27,2025-04-22,Same Day,CUST-1358,Jennifer Higgins,Consumer,West,Office Supplies,Storage,Compatible systematic time-frame,2877.03,5,0.19,586.74
CA-388073,2023-11-08,2025-04-19,Standard Class,CUST-3355,Brianna Long,Home Office,East,Office Supplies,Storage,Robust systemic adapter,2177.7,3,0.23,248.39
CA-224423,2024-04-30,2025-05-05,Second Class,CUST-6122,Michael Fitzpatrick,Home Office,South,Furniture,Furnishings,Phased leadingedge collaboration,4975.32,2,0.45,-12.15
CA-334802,2023-10-06,2025-04-22,Standard Class,CUST-6279,Anna Fisher,Corporate,West,Technology,Copiers,Reactive methodical matrices,145.04,5,0.49,-54.16
CA-480766,2025-02-16,2025-04-30,First Class,CUST-5294,Travis Floyd,Consumer,South,Office Supplies,Storage,Devolved empowering throughput,3107.64,4,0.16,540.78
CA-160776,2023-05-20,2025-04-14,Standard Class,CUST-5592,Sara Stanton,Corporate,South,Furniture,Furnishings,Team-oriented modular installation,646.03,3,0.3,474.99
CA-122022,2023-12-04,2025-05-08,Same Day,CUST-3889,Brittany Newton,Corporate,Central,Furniture,Chairs,Phased encompassing Internet solution,1022.32,2,0.08,153.14
CA-461855,2023-12-25,2025-04-18,First Class,CUST-5861,Dan Davenport,Consumer,West,Technology,Machines,Seamless user-facing system engine,2209.77,6,0.42,107.01
CA-993450,2025-02-05,2025-04-10,Second Class,CUST-2486,Eric Reyes,Corporate,East,Furniture,Bookcases,Organized 24hour archive,4901.63,9,0.04,713.73
CA-815747,2024-01-29,2025-04-12,Second Class,CUST-8409,Daniel David,Corporate,South,Office Supplies,Storage,Future-proofed demand-driven workforce,222.12,1,0.23,212.42
CA-107298,2024-02-12,2025-04-28,First Class,CUST-8344,Amy Hogan,Home Office,South,Office Supplies,Storage,Team-oriented multi-tasking hierarchy,1257.98,10,0.45,205.33
CA-742829,2024-10-18,2025-04-28,Standard Class,CUST-4599,Sheryl Morgan,Consumer,Central,Furniture,Tables,Intuitive dynamic framework,3133.53,6,0.5,-42.55
CA-220672,2024-06-24,2025-04-17,Same Day,CUST-8231,Katrina Avila,Corporate,South,Office Supplies,Labels,Digitized content-based structure,1833.27,6,0.1,954.35
CA-305018,2023-11-07,2025-04-23,Standard Class,CUST-8235,Dana Fox,Corporate,South,Technology,Machines,Synergized asymmetric budgetary management,4492.69,9,0.04,565.57
CA-144087,2023-12-08,2025-05-05,Second Class,CUST-1427,Amy Boyd,Consumer,West,Technology,Copiers,Switchable tangible superstructure,4283.11,5,0.43,995.21
CA-986427,2023-11-16,2025-04-09,Same Day,CUST-1607,Michelle Barrett,Consumer,Central,Technology,Computers,Realigned 24/7 approach,1160.65,4,0.42,642.02
CA-698523,2023-06-06,2025-04-28,Same Day,CUST-4543,Randy Carter,Corporate,South,Office Supplies,Paper,Future-proofed secondary application,912.43,3,0.35,504.34
CA-720032,2023-09-18,2025-04-22,Same Day,CUST-6878,Maureen Hawkins,Home Office,Central,Office Supplies,Binders,Managed upward-trending collaboration,673.63,4,0.21,810.6
CA-432903,2025-02-21,2025-04-30,Second Class,CUST-3014,Angela Allen,Corporate,South,Technology,Accessories,Adaptive background approach,1059.66,1,0.48,537.09
CA-336016,2024-02-12,2025-04-25,Second Class,CUST-4727,Lisa Fletcher,Corporate,South,Technology,Phones,Horizontal bifurcated conglomeration,3642.74,7,0.43,-8.86
CA-933559,2024-03-23,2025-04-20,First Class,CUST-3576,Angel Williams,Consumer,Central,Technology,Machines,User-friendly well-modulated adapter,1251.79,1,0.32,987.76
CA-357472,2025-01-21,2025-04-19,First Class,CUST-3090,James Armstrong,Consumer,Central,Furniture,Furnishings,Robust motivating process improvement,604.93,8,0.49,169.04
CA-341975,2023-10-22,2025-05-04,Same Day,CUST-2570,Christina Miranda,Corporate,South,Office Supplies,Storage,Customer-focused optimal core,4096.28,2,0.29,305.59
CA-111063,2024-07-11,2025-04-17,Same Day,CUST-1646,Dana Villegas,Home Office,South,Technology,Phones,Streamlined optimal superstructure,2505.47,10,0.14,200.89
CA-926385,2023-07-14,2025-04-22,Second Class,CUST-6047,Philip Martinez,Corporate,Central,Office Supplies,Art,Right-sized holistic functionalities,2339.69,5,0.17,390.13
CA-507779,2024-05-10,2025-04-25,First Class,CUST-2607,Natalie Black,Consumer,South,Technology,Phones,Integrated attitude-oriented model,7.76,9,0.43,111.11
CA-794394,2023-04-24,2025-04-27,First Class,CUST-6263,Sarah Soto,Consumer,West,Office Supplies,Art,Triple-buffered actuating policy,4307.15,4,0.29,457.27
CA-668633,2024-08-08,2025-04-19,Second Class,CUST-6324,Daniel Moran,Corporate,West,Technology,Computers,Object-based demand-driven access,3092.61,7,0.0,364.68
CA-372203,2024-06-09,2025-05-06,Standard Class,CUST-8104,Brian Guerrero,Consumer,West,Furniture,Chairs,Ameliorated system-worthy open architecture,1776.05,2,0.37,210.56
CA-592063,2024-05-01,2025-04-17,Same Day,CUST-9229,Aaron Davis,Home Office,South,Furniture,Chairs,Synergistic client-server definition,1097.91,3,0.27,82.6
CA-599939,2025-04-06,2025-04-24,Standard Class,CUST-4614,Peggy Jones,Consumer,East,Office Supplies,Art,Diverse solution-oriented process improvement,4030.69,5,0.38,302.71
CA-563209,2023-04-17,2025-04-27,First Class,CUST-1440,Rita Decker,Corporate,South,Furniture,Tables,Reverse-engineered local leverage,786.9,6,0.13,-22.99
CA-693266,2025-03-03,2025-05-05,Second Class,CUST-2443,Stephen Maxwell,Corporate,South,Furniture,Tables,Proactive upward-trending methodology,1417.21,6,0.04,994.67
CA-401466,2023-09-28,2025-04-30,Standard Class,CUST-9176,Dana Ali,Corporate,East,Technology,Computers,Profound systemic ability,2210.02,4,0.41,515.18
CA-313753,2023-11-29,2025-04-18,Same Day,CUST-5340,Heather Sanders,Corporate,West,Technology,Accessories,Team-oriented regional infrastructure,2830.45,9,0.28,629.29
CA-424579,2023-12-19,2025-05-01,Same Day,CUST-1540,Jennifer Smith,Consumer,South,Furniture,Tables,Operative eco-centric focus group,1585.64,5,0.5,884.39
CA-989317,2023-12-28,2025-05-05,Same Day,CUST-1463,Joshua Jones,Corporate,East,Technology,Accessories,Public-key analyzing support,4009.56,2,0.07,363.91
CA-498518,2024-07-15,2025-04-19,Second Class,CUST-3389,Anthony Walters,Consumer,Central,Technology,Copiers,Robust fresh-thinking groupware,3593.74,2,0.02,-48.57
CA-838321,2025-02-14,2025-04-28,Second Class,CUST-7285,Courtney Scott,Corporate,South,Technology,Computers,Decentralized empowering software,2415.13,7,0.34,11.74
CA-141431,2024-12-03,2025-05-08,First Class,CUST-1635,Richard Ewing,Home Office,South,Furniture,Furnishings,Horizontal foreground implementation,1833.58,5,0.27,541.69
CA-643347,2024-08-31,2025-05-03,Standard Class,CUST-9803,Jonathan Barajas,Consumer,East,Office Supplies,Labels,Multi-tiered systemic challenge,499.42,2,0.24,851.28
CA-619472,2023-07-11,2025-05-05,First Class,CUST-8950,Spencer Aguilar,Home Office,South,Furniture,Tables,Robust 24hour implementation,2770.42,8,0.07,500.55
CA-142856,2024-07-15,2025-04-16,Second Class,CUST-6563,Adam Johns,Home Office,South,Office Supplies,Paper,Polarized dedicated conglomeration,2905.3,7,0.02,85.71
CA-730162,2023-09-18,2025-04-13,Second Class,CUST-2916,Sabrina Juarez,Consumer,Central,Technology,Computers,Diverse high-level ability,4270.44,2,0.05,745.33
CA-631139,2024-11-08,2025-04-21,Standard Class,CUST-9649,Brooke Lara,Consumer,East,Furniture,Bookcases,Reactive incremental workforce,2443.49,2,0.23,761.03
CA-916072,2024-10-28,2025-04-11,Standard Class,CUST-9427,Victor Miranda,Consumer,Central,Office Supplies,Binders,User-centric impactful knowledgebase,3890.67,6,0.47,612.87
CA-706534,2024-01-19,2025-04-12,Same Day,CUST-7940,Gregory Hogan,Consumer,West,Technology,Accessories,Stand-alone composite initiative,1043.47,9,0.14,198.75
CA-883403,2024-08-20,2025-04-10,Second Class,CUST-4945,Laurie Shaffer,Consumer,West,Technology,Accessories,Quality-focused didactic frame,2707.77,6,0.41,791.51
CA-123295,2024-10-06,2025-04-17,First Class,CUST-7590,Mr. Christopher Prince,Home Office,West,Office Supplies,Paper,Extended tangible matrices,562.82,2,0.41,408.63
CA-267510,2024-04-20,2025-04-15,Second Class,CUST-4842,Eric Ortega,Corporate,Central,Furniture,Tables,Switchable next generation artificial intelligence,872.28,8,0.34,959.65
CA-233093,2025-02-28,2025-04-26,Standard Class,CUST-5650,Katherine Horne,Home Office,East,Furniture,Furnishings,Balanced uniform array,3183.37,5,0.23,880.01
CA-970297,2024-03-16,2025-04-21,Standard Class,CUST-1547,Samuel Frazier,Home Office,West,Technology,Accessories,Pre-emptive optimizing algorithm,3439.96,1,0.06,198.91
CA-557221,2023-12-05,2025-05-04,Same Day,CUST-9256,Katrina Perez,Home Office,East,Furniture,Chairs,Re-engineered regional adapter,3311.69,2,0.31,136.0
CA-532900,2024-12-11,2025-05-06,Second Class,CUST-1083,Dustin Moreno,Home Office,South,Technology,Copiers,Enterprise-wide reciprocal firmware,2079.09,2,0.33,750.79
CA-750010,2025-02-23,2025-04-27,Same Day,CUST-6205,Mario Goodwin,Home Office,East,Furniture,Chairs,Streamlined zero administration artificial intelligence,4432.98,5,0.01,-1.14
CA-897582,2024-07-30,2025-05-01,First Class,CUST-2454,Virginia Martinez,Corporate,Central,Office Supplies,Binders,Configurable asymmetric definition,2829.27,2,0.03,-60.42
CA-688541,2024-05-04,2025-04-14,Second Class,CUST-7101,Deborah Ruiz,Corporate,South,Office Supplies,Binders,Grass-roots optimizing capability,609.63,9,0.26,160.48
CA-515502,2024-03-19,2025-04-26,First Class,CUST-2257,Eric Robertson,Home Office,East,Technology,Copiers,Horizontal exuding parallelism,168.61,10,0.07,373.61
CA-649572,2024-03-24,2025-04-27,Second Class,CUST-5191,Nancy Williams,Consumer,West,Furniture,Bookcases,Open-architected bottom-line definition,1238.9,8,0.44,37.37
CA-241059,2024-12-13,2025-05-07,Standard Class,CUST-1999,Meghan Young,Consumer,East,Technology,Accessories,Profit-focused cohesive strategy,4753.79,9,0.03,808.08
CA-104646,2024-07-22,2025-04-12,Second Class,CUST-1583,Leroy Vargas,Home Office,West,Office Supplies,Labels,Cross-platform zero-defect solution,2893.57,3,0.14,849.23
CA-232723,2024-06-11,2025-04-11,First Class,CUST-7552,Jasmine Rosario,Corporate,South,Furniture,Chairs,Balanced motivating analyzer,3137.38,8,0.31,804.64
CA-754374,2024-02-07,2025-05-07,Same Day,CUST-3208,Cameron Park,Corporate,West,Technology,Computers,Self-enabling eco-centric workforce,3364.0,4,0.23,3.5
CA-838702,2024-05-26,2025-04-17,Same Day,CUST-1050,Debbie Anderson,Home Office,West,Office Supplies,Paper,Open-architected multi-state firmware,2913.77,6,0.06,884.71
CA-138218,2023-08-28,2025-04-19,First Class,CUST-5030,Mary Garza,Corporate,Central,Office Supplies,Art,Quality-focused didactic frame,3588.59,4,0.0,195.87
CA-977296,2024-10-16,2025-05-08,Standard Class,CUST-8478,Kristopher Moon,Corporate,Central,Furniture,Furnishings,Automated motivating parallelism,1715.86,9,0.22,187.36
CA-854354,2024-10-05,2025-05-03,First Class,CUST-5424,Mandy Lindsey,Consumer,South,Office Supplies,Storage,Public-key asynchronous open system,356.84,6,0.2,-47.33
CA-885041,2023-07-17,2025-04-10,Second Class,CUST-4389,Stephen Hardin,Home Office,Central,Technology,Copiers,Exclusive system-worthy open system,3239.04,1,0.49,819.74
CA-211316,2024-01-09,2025-04-27,Standard Class,CUST-9662,Misty Gonzalez,Home Office,West,Furniture,Bookcases,Optimized encompassing intranet,82.4,6,0.11,-32.0
CA-730360,2024-08-01,2025-05-07,First Class,CUST-3856,Kevin Reyes,Consumer,South,Office Supplies,Binders,Visionary uniform Internet solution,1694.35,7,0.38,294.87
CA-636269,2024-04-25,2025-05-08,Second Class,CUST-8925,Andrew Brown,Consumer,East,Office Supplies,Binders,Virtual maximized archive,989.8,6,0.28,-85.94
CA-622179,2023-08-15,2025-05-02,Standard Class,CUST-4462,William Kim,Consumer,South,Office Supplies,Labels,Implemented human-resource solution,2447.59,3,0.05,480.73
CA-510153,2024-02-01,2025-04-19,Second Class,CUST-7082,Anthony Grant,Consumer,Central,Office Supplies,Art,Fundamental didactic emulation,851.36,9,0.07,424.82
CA-389933,2024-01-27,2025-04-18,Second Class,CUST-3350,Joshua Scott,Consumer,East,Technology,Accessories,Decentralized attitude-oriented access,3008.81,1,0.25,414.76
CA-585146,2024-03-30,2025-04-12,Standard Class,CUST-5266,Kristine Graham,Consumer,West,Furniture,Chairs,Re-contextualized object-oriented challenge,1552.88,9,0.34,110.72
CA-512336,2024-04-09,2025-04-14,Second Class,CUST-5558,John Reeves,Consumer,Central,Furniture,Bookcases,Grass-roots transitional synergy,3989.33,1,0.31,45.72
CA-917172,2023-07-01,2025-04-20,Same Day,CUST-1348,Lauren Cortez,Corporate,West,Office Supplies,Binders,Fundamental composite methodology,1837.18,10,0.01,164.88
CA-304499,2024-10-20,2025-04-25,First Class,CUST-3067,Yolanda Holmes,Corporate,South,Office Supplies,Labels,Universal object-oriented moderator,1466.44,10,0.41,367.68
CA-757454,2024-08-15,2025-05-05,Second Class,CUST-2260,Kristin Marshall,Consumer,West,Technology,Phones,Fully-configurable needs-based website,2667.8,2,0.36,198.31
CA-137563,2024-11-11,2025-04-14,Standard Class,CUST-1466,Tracy Thompson,Corporate,West,Technology,Accessories,Multi-layered solution-oriented benchmark,3369.77,1,0.14,413.76
CA-221533,2025-01-29,2025-04-17,Standard Class,CUST-9236,Mckenzie Daniel,Consumer,West,Office Supplies,Labels,Open-architected content-based migration,2196.14,10,0.03,63.16
CA-714259,2023-11-26,2025-04-17,First Class,CUST-6976,Laurie Martinez,Consumer,East,Office Supplies,Art,Ergonomic interactive info-mediaries,2955.54,5,0.48,214.36
CA-691990,2025-04-05,2025-04-18,First Class,CUST-9439,Jasmine Jimenez,Home Office,West,Office Supplies,Binders,Profound multi-state info-mediaries,2511.05,4,0.34,158.17
CA-890377,2024-12-11,2025-05-02,First Class,CUST-1190,Brittany Edwards,Consumer,Central,Office Supplies,Binders,Realigned eco-centric infrastructure,1364.05,6,0.19,777.11
CA-667983,2023-06-30,2025-05-01,First Class,CUST-9847,Ryan Robertson,Consumer,East,Furniture,Tables,Future-proofed exuding secured line,3298.96,9,0.07,-71.18
CA-732841,2024-12-24,2025-04-16,Second Class,CUST-8603,Kevin Beard,Consumer,South,Furniture,Tables,Cross-platform human-resource analyzer,4516.88,8,0.06,600.79
CA-712108,2023-08-19,2025-04-22,Standard Class,CUST-4438,Samantha Harrell,Corporate,West,Office Supplies,Storage,Operative leadingedge solution,740.7,3,0.22,-53.47
CA-824977,2024-07-26,2025-04-28,First Class,CUST-5835,Benjamin Holmes,Corporate,East,Technology,Phones,Upgradable cohesive hardware,1717.18,7,0.0,149.46
CA-578090,2024-10-09,2025-04-23,Standard Class,CUST-4056,Nicole Jones,Corporate,Central,Office Supplies,Storage,Cloned 24/7 ability,2321.43,5,0.02,492.92
CA-382401,2024-08-27,2025-04-10,First Class,CUST-2431,Christopher Vasquez,Corporate,Central,Technology,Accessories,Face-to-face encompassing paradigm,2862.6,4,0.29,493.92
CA-997562,2023-08-25,2025-04-10,Same Day,CUST-8412,Rachael Lopez,Corporate,West,Technology,Accessories,Enterprise-wide 5thgeneration artificial intelligence,4476.36,9,0.0,421.32
CA-759434,2023-10-09,2025-04-25,Second Class,CUST-1342,Joseph Sanchez,Home Office,South,Furniture,Tables,Open-architected executive alliance,536.75,2,0.35,341.78
CA-121243,2024-06-09,2025-04-16,Standard Class,CUST-3735,Jamie Pham,Home Office,South,Technology,Copiers,Distributed clear-thinking portal,4766.23,7,0.27,143.96
CA-977270,2024-11-19,2025-05-01,Same Day,CUST-5520,Maurice Graham,Corporate,West,Office Supplies,Binders,Multi-channeled zero administration toolset,2036.0,2,0.39,766.87
CA-846326,2024-04-16,2025-04-27,Standard Class,CUST-5257,Ashley Cooper,Home Office,East,Technology,Computers,Stand-alone empowering protocol,3783.07,3,0.29,195.72
CA-730704,2024-05-12,2025-05-08,Second Class,CUST-4818,Anthony Smith,Home Office,South,Furniture,Chairs,Cloned coherent synergy,2737.59,8,0.36,201.63
CA-242004,2024-10-03,2025-05-08,Standard Class,CUST-1886,Jennifer Butler PhD,Corporate,West,Technology,Copiers,Programmable didactic solution,3866.34,5,0.49,738.69
CA-841868,2024-10-24,2025-04-22,First Class,CUST-3766,Carol Beard,Corporate,West,Office Supplies,Paper,Re-contextualized interactive software,2549.01,6,0.11,804.37
CA-757576,2024-03-22,2025-04-20,First Class,CUST-2154,Lucas Greene,Home Office,South,Furniture,Furnishings,Versatile asymmetric definition,4516.25,9,0.46,175.1
CA-459736,2023-10-13,2025-04-18,Standard Class,CUST-7733,Kimberly Baker,Home Office,South,Office Supplies,Binders,Robust coherent standardization,2482.84,1,0.48,622.95
CA-397990,2024-02-25,2025-05-07,Second Class,CUST-4883,Samantha Jones,Corporate,South,Office Supplies,Storage,Decentralized solution-oriented knowledge user,3816.44,9,0.04,711.47
CA-102403,2024-04-20,2025-04-20,Same Day,CUST-9505,Katelyn Hardy,Consumer,East,Technology,Phones,Multi-tiered background support,4367.17,8,0.47,50.67
CA-753742,2024-04-03,2025-04-10,First Class,CUST-1295,Richard Taylor,Consumer,Central,Furniture,Bookcases,Progressive cohesive product,2772.59,5,0.11,891.34
CA-872193,2023-10-30,2025-04-30,First Class,CUST-6999,Kevin Campbell,Corporate,South,Technology,Accessories,Focused stable emulation,4935.79,7,0.31,770.97
CA-745019,2023-10-16,2025-04-11,Same Day,CUST-9025,Jeremiah Byrd,Consumer,East,Office Supplies,Binders,Switchable needs-based collaboration,2072.71,7,0.22,206.56
CA-431772,2023-12-17,2025-04-30,Second Class,CUST-5453,Mary Mcbride,Consumer,West,Technology,Machines,Expanded clear-thinking functionalities,1409.33,6,0.35,450.75
CA-438391,2024-01-19,2025-04-15,First Class,CUST-7226,Mrs. Patricia Crosby,Home Office,Central,Furniture,Bookcases,Vision-oriented leadingedge installation,460.92,1,0.39,217.46
CA-299880,2025-03-23,2025-05-04,First Class,CUST-9619,Steve Levine,Home Office,East,Furniture,Furnishings,Automated asymmetric interface,3154.39,3,0.2,811.9
CA-865022,2024-04-05,2025-05-03,Standard Class,CUST-3957,David Austin,Consumer,Central,Office Supplies,Labels,Object-based logistical structure,619.86,5,0.03,-29.32
CA-179682,2023-05-28,2025-04-14,Standard Class,CUST-3109,Anna Mitchell,Corporate,South,Technology,Computers,Reduced holistic contingency,4474.62,2,0.29,46.91
CA-516937,2023-11-30,2025-04-13,Standard Class,CUST-2555,Troy Thompson,Home Office,East,Technology,Phones,Enterprise-wide mission-critical workforce,1499.11,1,0.05,376.6
CA-183588,2025-01-19,2025-04-13,Standard Class,CUST-3911,Jamie Powers,Home Office,South,Technology,Copiers,Up-sized client-driven service-desk,2608.04,9,0.21,74.48
CA-259399,2024-08-04,2025-04-09,Same Day,CUST-2887,John Young,Home Office,Central,Furniture,Tables,Digitized needs-based methodology,53.88,10,0.08,-66.58
CA-972806,2024-02-01,2025-04-11,Second Class,CUST-1524,Alec Nichols,Corporate,East,Technology,Machines,Persevering real-time extranet,370.89,2,0.41,371.45
CA-912945,2023-11-18,2025-04-20,Second Class,CUST-1203,Michael Kelly,Corporate,Central,Furniture,Bookcases,Synchronized exuding algorithm,305.82,2,0.41,224.77
CA-609099,2023-04-30,2025-05-07,Standard Class,CUST-7841,Adam Ramos,Corporate,South,Furniture,Furnishings,Profound content-based capability,2706.26,7,0.5,736.33
CA-458626,2023-06-06,2025-04-29,Standard Class,CUST-3476,Ashley Thompson,Corporate,Central,Furniture,Furnishings,Innovative cohesive Graphical User Interface,3254.19,10,0.27,140.89
CA-908553,2024-05-21,2025-05-07,Second Class,CUST-9694,Robert Sheppard,Home Office,Central,Technology,Phones,Pre-emptive transitional focus group,3441.88,9,0.29,822.22
CA-695852,2023-07-17,2025-04-16,First Class,CUST-5632,Rodney Cook,Consumer,South,Office Supplies,Binders,Operative foreground policy,3196.74,1,0.32,-72.59
CA-153962,2023-10-19,2025-04-15,Second Class,CUST-7412,Mrs. Rachel Johnson,Consumer,South,Office Supplies,Labels,Assimilated grid-enabled functionalities,1621.1,2,0.19,865.23
CA-894890,2025-02-12,2025-04-16,Same Day,CUST-3075,Robert Scott,Corporate,West,Furniture,Furnishings,Enhanced tertiary core,2767.81,7,0.07,484.07
CA-396954,2023-05-04,2025-04-26,First Class,CUST-2972,Kristen Turner,Consumer,South,Office Supplies,Labels,Horizontal bandwidth-monitored standardization,3564.49,3,0.12,861.53
CA-803517,2023-06-03,2025-04-10,Second Class,CUST-6973,Cynthia Rivera,Consumer,West,Technology,Phones,Synergistic exuding leverage,1913.37,2,0.07,425.07
CA-721031,2025-04-01,2025-05-07,First Class,CUST-5804,Karen Johnson,Home Office,South,Furniture,Furnishings,Object-based client-server solution,4917.44,1,0.4,875.2
CA-444577,2023-10-28,2025-04-23,Same Day,CUST-3536,Alejandro Becker,Corporate,West,Technology,Copiers,Seamless transitional website,577.84,8,0.3,182.62
CA-344565,2023-07-15,2025-04-11,Same Day,CUST-8902,Kathleen Austin,Home Office,East,Furniture,Furnishings,Business-focused needs-based function,2653.94,9,0.11,885.61
CA-305224,2024-11-03,2025-04-30,Second Class,CUST-7836,James Ross,Home Office,West,Office Supplies,Paper,Virtual system-worthy ability,2231.5,1,0.14,288.35
CA-164518,2023-08-04,2025-04-13,Same Day,CUST-5718,Lisa Mccarty,Home Office,South,Technology,Copiers,Focused systemic hardware,1589.37,2,0.29,-16.84
CA-117389,2025-01-11,2025-04-29,Same Day,CUST-4583,Tammy Hall,Corporate,West,Furniture,Furnishings,User-friendly tangible Graphic Interface,2377.25,3,0.17,819.62
CA-139579,2024-06-22,2025-05-01,Second Class,CUST-2170,Brittany Butler,Home Office,West,Office Supplies,Binders,Customer-focused demand-driven emulation,4518.75,8,0.36,319.98
CA-258684,2024-08-11,2025-04-20,First Class,CUST-7210,Brandon Alexander,Consumer,Central,Technology,Accessories,Decentralized solution-oriented initiative,4445.65,10,0.03,501.61
CA-111076,2023-12-07,2025-05-08,Same Day,CUST-3051,Eric Graham,Home Office,Central,Furniture,Bookcases,Fundamental background synergy,1939.89,3,0.39,768.11
CA-716157,2024-03-24,2025-04-27,Standard Class,CUST-2525,Jonathan West,Consumer,Central,Office Supplies,Binders,Enterprise-wide methodical hierarchy,571.46,1,0.33,977.1
CA-179759,2025-03-12,2025-05-04,Same Day,CUST-6354,Todd Gonzalez,Home Office,East,Office Supplies,Labels,Robust fresh-thinking customer loyalty,2416.14,5,0.06,212.85
